Year,Month,Day,Activity,Time,cleaned_species
1930,February,20,Pearl diving,Not Specified,Not Specified
1930,February,15,Diving off pier & treading water,04:30 PM,White Shark
1930,January,22,Fishing schooner Jose Luis foundered,Not Specified,Not Specified
1930,January,16,Swimming,05:30 PM,White Shark
1930,January,1,Swimming to shore after a squall  capsized their motorized shark fishing boat,Not Specified,Not Specified
1930,January,1,Not Specified,Not Specified,Not Specified
1930,January,1,Swimming,Not Specified,Not Specified
1929,December,26,Diving by wharf,Not Specified,Tiger Shark
1929,December,21,Diving,Not Specified,Not Specified
1929,December,16,Bathing or body surfing ,Not Specified,Not Specified
1929,December,13,Pearl diving,Not Specified,Not Specified
1929,November,29,"Sea Disaster, wreck of the  SS Norwich City",Not Specified,Not Specified
1929,November,21,Fishing,Not Specified,Not Specified
1929,October,20,Pearl diving,Not Specified,Not Specified
1929,October,2,Fishing ,Not Specified,Not Specified
1929,September,1,Fell from wharf into water & attacked immediately,Not Specified,Not Specified
1929,August,5,Bathing,Not Specified,Not Specified
1929,July,29,Swimming,Not Specified,Not Specified
1929,June,23,Fishing,Not Specified,Not Specified
1929,May,31,Pearl diving,Not Specified,Not Specified
1929,April,11,Standing in knee-deep water,01:45 PM,Nurse Shark
1929,April,9,Not Specified,Not Specified,Not Specified
1929,April,4,Swimming between boats,Not Specified,Not Specified
1929,March,16,Swimming,12:00 PM,Not Specified
1929,March,12,Bathing,Not Specified,Not Specified
1929,March,4,Launching rowboat through the surf,Not Specified,Not Specified
1929,March,4,Launching rowboat through the surf,Not Specified,Not Specified
1929,February,18,Body surfing,03:30 PM,Not Specified
1929,February,9,Canoeing,Not Specified,Blue Shark
1929,February,8,Swimming,04:00 PM,Not Specified
1929,January,27,Swimming,05:30 PM,Not Specified
1929,January,14,Bathing,Not Specified,Not Specified
1929,January,12,Body surfing,06:10 PM,Not Specified
1929,January,6,Fishing boat,Not Specified,Not Specified
1929,January,5,Diving for coins thrown from ship S.S. Moeraki,Not Specified,Not Specified
1929,January,1,Fishing,Not Specified,Not Specified
1970,January,1,Not Specified,Not Specified,Not Specified
1970,January,1,Hardhat diving ,Not Specified,Not Specified
1928,December,21,Pearl diving,Not Specified,Not Specified
1928,November,18,Fishing,Not Specified,Blue Shark
1928,November,12,"Sea Disaster, sinking of the  SS Vestris",Not Specified,Not Specified
1928,November,4,Swimming,10:00 AM,Not Specified
1928,September,1,Fishing,Not Specified,Not Specified
1928,July,11,Pearl diving,Not Specified,Not Specified
1928,May,27,Not Specified,01:00 PM,Not Specified
1928,April,14,Treading water,04:00 PM,Not Specified
1928,April,9,Diving,Not Specified,Not Specified
1928,April,6,Bathing,Not Specified,Not Specified
1928,April,4,Standing in waist-deep water,06:00 PM,Not Specified
1928,February,20,Pearl diving,Not Specified,Not Specified
1928,February,1,Swimming,Not Specified,Not Specified
1928,February,1,Swimming,Not Specified,Not Specified
1928,January,27,Retrieving meat from a cage in the water,Not Specified,Not Specified
1928,January,21,Swimming,Not Specified,Not Specified
1928,January,2,Not Specified,Not Specified,Not Specified
1928,January,1,Body surfing,11:00 AM,Not Specified
1970,January,1,Standing,11:00 AM,Not Specified
1927,December,28,Swimming,11:00 AM,White Shark
1927,November,3,The steamer Tahiti collided with the ferry Greycliffe,Not Specified,Not Specified
1927,October,25,Italian liner Principessa Mafalda sank,12:00 PM,Not Specified
1927,October,12,Riding horseback across the creek,Not Specified,Not Specified
1927,October,1,"Standing, collecting bananas",Not Specified,Not Specified
1927,July,3,Not Specified,Not Specified,Not Specified
1927,May,29,Sea disaster,Not Specified,Not Specified
1927,April,20,Diving,Not Specified,Not Specified
1927,April,8,Pearl diving,Not Specified,Not Specified
1927,March,11,Body surfing / treading water,03:00 PM,Nurse Shark
1927,February,14,Feeling the shark’s teeth,Not Specified,Not Specified
1927,February,9,Attempting to rescue drowning man,Not Specified,Not Specified
1927,February,1,Fishing,Not Specified,Mako Shark
1927,January,20,Body surfing,11:45 AM,Raggedtooth Shark
1927,January,3,Swimming,11:30 AM,Not Specified
1927,January,1,Swimming,Not Specified,Not Specified
1970,January,1,Pearl diving,Not Specified,Not Specified
1926,November,17,Diving,Not Specified,Not Specified
1926,October,23,Bathing,Not Specified,Nurse Shark
1926,October,23,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,01:30 AM,Not Specified
1926,August,24,Swimming,Not Specified,Not Specified
1926,July,23,Swimming,11:00 AM,White Shark
1926,July,12,Fishing,Not Specified,Thresher Shark
1926,July,8,Swimming with dog near canning factory,Not Specified,Sevengill Shark
1926,July,3,Bathing,Not Specified,Not Specified
1926,May,18,Swimming,Not Specified,White Shark
1926,April,22,Fell overboard from SS Ripley Castle,Not Specified,Not Specified
1926,April,7,Swimming,05:30 PM,Not Specified
1926,March,17,Swimming ,03:45 PM,White Shark
1926,January,26,Swimming,Not Specified,Blue Shark
1926,January,1,Not Specified,Not Specified,Not Specified
1970,January,1,Shark hoisted on board liner Tahiti,Not Specified,Not Specified
1970,January,1,Dived onto shark from floating stage,Not Specified,Not Specified
1970,January,1,Swimming to mail boat,Not Specified,Not Specified
1925,November,22,Floating on his back,03:15 PM,Tiger Shark
1925,November,1,Not Specified,Not Specified,Not Specified
1925,November,1,Not Specified,Not Specified,Not Specified
1925,September,4,Fishing,Not Specified,Not Specified
1925,September,3,Fishing,08:00 AM,Not Specified
1925,August,2,Swimming,Not Specified,Not Specified
1925,June,15,Not Specified,Not Specified,Not Specified
1925,May,1,Not Specified,Not Specified,Not Specified
1925,March,12,Swimming,03:15 PM,Not Specified
1925,March,10,Swimming,Not Specified,Not Specified
1925,January,8,"Diving, repairing water main at depth of 90'",Not Specified,Not Specified
1925,January,1,Diving for coins tossed from passenger ship,Not Specified,Not Specified
1924,November,25,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,Not Specified,Not Specified
1924,November,24,"Inebriated, woke from sleep and fell off deck into the water ",Not Specified,Not Specified
1924,November,21,Bathing,Not Specified,Not Specified
1924,October,18,Bathing,Not Specified,Not Specified
1924,July,31,Standing,Not Specified,Mako Shark
1924,July,14,Fishing for mackerel,Not Specified,Not Specified
1924,July,4,Fishing,Not Specified,Not Specified
1924,June,18,Removing shark from a net,Not Specified,Not Specified
1924,April,25,"Fishing, fell in water & swimming strongly to shore",Not Specified,Not Specified
1924,April,22,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",Not Specified,Not Specified
1924,April,20,Swimming ,Not Specified,Not Specified
1924,March,24,Fishing,Not Specified,Not Specified
1924,February,13,Bathing in 5' of water,07:00 PM,Not Specified
1924,February,8,Bathing,04:00 PM,Not Specified
1924,January,29,Swimming,03:15 PM,Not Specified
1924,January,25,Swimming,Not Specified,Not Specified
1924,January,9,Had just dived into water & was swimming,04:00 PM,Not Specified
1923,December,12,Swimming,Not Specified,Not Specified
1923,December,2,"Fishing, standing in waist-deep water",Not Specified,Not Specified
1923,November,23,Dry shelling,Not Specified,Not Specified
1923,November,2,Fishing,Not Specified,Not Specified
1923,October,20,Sailing,Not Specified,Not Specified
1923,October,17,Fishing,Not Specified,Not Specified
1923,October,16,Pearl diving,Not Specified,Not Specified
1923,August,8,Fishing,01:00 AM,Not Specified
1923,June,16,"After rowing skiff was holed by shark, he was attempting to swim ashore",Not Specified,Not Specified
1923,June,6,Dismantling cable buoys of the cable ship All America,Not Specified,Not Specified
1923,May,22,Diving?,Not Specified,Not Specified
1923,March,18,Diving,Not Specified,Not Specified
1923,February,1,Swimming ,Not Specified,Not Specified
1923,January,27,Not Specified,Not Specified,Not Specified
1923,January,27,Swimming,Not Specified,Not Specified
1923,January,14,seaplane Columbus ditched in the sea,Not Specified,Dusky Shark
1923,January,1,Fishing,Not Specified,Not Specified
1923,January,1,Hoisting shark aboard fishing boat,Not Specified,Not Specified
1923,January,1,Hoisting shark aboard fishing boat,Not Specified,Not Specified
1922,December,14,Bathing,Not Specified,Not Specified
1922,December,5,Bathing in 3' to 4' of water,09:15 AM,Blue Shark
1922,September,29,Fishing,Not Specified,Not Specified
1922,October,29,Sailing,Not Specified,Not Specified
1922,September,28,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",Not Specified,Not Specified
1922,July,19,Not Specified,Not Specified,Not Specified
1922,June,17,Floating,Not Specified,Not Specified
1922,May,24,Swimming,10:00 AM,Not Specified
1922,May,6,Swimming,Not Specified,White Shark
1922,April,26,Swimming,Not Specified,Not Specified
1922,March,20,Fishing,Not Specified,Not Specified
1922,March,13,Standing,Not Specified,Not Specified
1922,March,2,Bathing in knee-deep water,11:00 AM,White Shark
1922,February,4,Swimming,03:30 PM,White Shark
1922,January,15,Swimming ,05:30 PM,Not Specified
1922,January,13,Standing,06:00 PM,Nurse Shark
1922,January,4,Surfing,Not Specified,Not Specified
1921,December,11,Swimming,Not Specified,Not Specified
1921,November,27,Fell from his father's back into the water,Not Specified,Not Specified
1921,November,27,"Wading to dinghy, carrying his son",Not Specified,Not Specified
1921,October,12,Diving for beche-de-mer ,Not Specified,Not Specified
1921,October,4,Diving for beche-de-mer,Not Specified,Not Specified
1921,September,1,Fishing,Not Specified,Blue Shark
1921,August,28,Swimming,03:00 PM,Not Specified
1921,July,21,Fell overboard,Not Specified,Not Specified
1920,November,29,Wading,Not Specified,Not Specified
1921,August,22,Dived into a school of baitfish,03:30 PM,Not Specified
1920,November,22,Standing,Not Specified,Not Specified
1920,November,4,The coastwise steamer San Basilio capsized in a typhoon,Not Specified,Not Specified
1920,July,14,Swimming ,Not Specified,Not Specified
1920,June,29,Swimming ,06:30 PM,Not Specified
1920,June,27,Harpooned shark,Not Specified,Not Specified
1920,March,8,"Boat capsized, swimming to shore",Not Specified,Not Specified
1920,February,3,Floating face down,05:30 PM,Not Specified
1920,January,15,Swimming ,10:00 AM,Not Specified
1970,January,1,Not Specified,Not Specified,Not Specified
1970,January,1,Splashing,Not Specified,Not Specified
1919,December,7,Swimming,05:30 AM,Not Specified
1919,November,18,Sitting in a boat,Not Specified,Not Specified
1919,September,12,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,Not Specified,Not Specified
1919,August,10,Swimming,Not Specified,Not Specified
1919,May,29,"""Swimming vigorously""",12:00 PM,Not Specified
1919,April,6,Knocked into the water,Not Specified,Not Specified
1919,March,16,Cutter capsized,Not Specified,Not Specified
1919,January,17,Swimming,05:15 PM,Not Specified
1919,January,15,Swimming,Not Specified,Not Specified
1919,January,9,Wading,07:30 AM,Not Specified
1919,January,5,Wading (shrimping),10:00 AM,Not Specified
1919,January,1,Swimming,Not Specified,Not Specified
1918,November,1,Fishing,Not Specified,Not Specified
1918,November,1,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,Not Specified,Tiger Shark
1918,September,19,Bathing,Not Specified,Not Specified
1918,March,22,Surfing,06:00 PM,Not Specified
1918,January,1,Diving,Not Specified,Not Specified
1917,December,15,Swimming,05:00 AM,Not Specified
1917,November,1,Wreck of the tug Magellan,Not Specified,Not Specified
1917,September,21,"Swimming, towing an empty barrel",Not Specified,Not Specified
1917,September,9,Stuffing a shark into an automobile,Not Specified,Not Specified
1917,September,1,Swimming to shore from the Medic,Not Specified,Not Specified
1917,July,18,Diving,Not Specified,Not Specified
1917,July,15,Ship Mariston torpedoed & sunk,Not Specified,Not Specified
1917,June,3,Swimming beside launch,Not Specified,Not Specified
1917,May,31,Swimming,05:45 PM,Not Specified
1917,January,1,Diving for sponges,Not Specified,Not Specified
1916,December,30,Bathing,Not Specified,Not Specified
1916,December,8,Taking wife to beach & about 1 m from the shore,09:00 AM,Not Specified
1916,December,8,Swimming 10 m from shore,08:58 AM,Not Specified
1916,November,15,Not Specified,Not Specified,Not Specified
1916,November,10,Swimming,06:00 AM,Not Specified
1916,November,9,Bathing,Not Specified,Not Specified
1916,October,11,"Fishing, attempted to take a netted shark",Not Specified,Not Specified
1916,August,24,Shrimping,Not Specified,Not Specified
1916,July,26,Fishing,Not Specified,Not Specified
1916,July,13,Swimming,10:00 AM,Not Specified
1916,July,13,Swimming,Not Specified,Not Specified
1916,July,12,Swimming,Not Specified,Not Specified
1916,July,12,Swimming (recovering remains of Stilwell) ,Not Specified,Not Specified
1916,July,12,Swimming,Not Specified,Not Specified
1916,July,11,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,Not Specified,Not Specified
1916,July,8,Diving,Not Specified,Not Specified
1916,July,7,Bathing,Not Specified,Not Specified
1916,July,6,Swimming,Not Specified,White Shark
1916,July,1,Swimming,05:00 PM,White Shark
1916,June,30,Swimming,Not Specified,Not Specified
1916,June,23,Not Specified,Not Specified,Not Specified
1916,April,3,Clinging to overturned rowing boat,Not Specified,Not Specified
1916,March,19,Bathing,03:30 PM,Not Specified
1915,November,10,Bathing,Not Specified,Not Specified
1914,November,8,Bathing,Not Specified,Not Specified
1915,August,3,Not Specified,Not Specified,Not Specified
1915,March,29,Skin diving for trepang but at surface next to the boat,Not Specified,Not Specified
1915,February,6,Swimming,Not Specified,Not Specified
1915,January,13,Fishing,Not Specified,Not Specified
1915,January,1,Bathing,Not Specified,Not Specified
1914,October,17,Copra vessel with 19 on board was wrecked in a squall,Not Specified,Not Specified
1914,September,5,Swimming,Not Specified,Not Specified
1914,July,7,Not Specified,Not Specified,Not Specified
1914,June,13,Fishing boat,07:00 AM,Not Specified
1914,June,10,Bathing,Not Specified,Not Specified
1914,May,31,Swimming ashore from swamped 13-ft boat,Not Specified,Not Specified
1914,May,14,Fishing,Not Specified,Not Specified
1914,March,3,Washed into sea while picking opihi & attacked by 2 large sharks ,Not Specified,Not Specified
1914,February,3,Canoeing,Not Specified,Not Specified
1914,January,1,Not Specified,Not Specified,Not Specified
1913,November,27,Boat swamped,Not Specified,Not Specified
1913,November,21,Swimming,Not Specified,Not Specified
1913,September,21,Not Specified,Not Specified,Hammerhead Shark
1913,September,3,Not Specified,Not Specified,Not Specified
1913,August,26,Not Specified,Not Specified,Not Specified
1913,July,12,Not Specified,Not Specified,Not Specified
1913,May,21,Fishing,Not Specified,Not Specified
1913,May,2,Hauling in net,Not Specified,Not Specified
1913,March,27,Not Specified,Not Specified,Not Specified
1913,January,1,Diving,Not Specified,Tiger Shark
1913,January,1,Swimming after his hat,Not Specified,Not Specified
1913,January,1,Swimming,Not Specified,Not Specified
1913,January,1,Not Specified,Not Specified,Not Specified
1912,August,30,Swimming,Not Specified,Not Specified
1912,July,23,Swimming,Not Specified,Not Specified
1912,May,4,Not Specified,Not Specified,Not Specified
1912,March,18,Swimming,Not Specified,Not Specified
1912,February,22,Hard hat diving,Not Specified,Not Specified
1912,February,19,Swimming,04:00 PM,Not Specified
1912,February,3,Swimming,Not Specified,Not Specified
1912,January,26,Swimming,03:00 PM,Not Specified
1912,January,6,Not Specified,Not Specified,Not Specified
1912,January,1,Bathing,Not Specified,Not Specified
1912,January,1,Fell into the water,Not Specified,White Shark
1911,November,8,Not Specified,Not Specified,Not Specified
1911,October,26,Fell overboard from steamship Rio Grande,Not Specified,Not Specified
1911,October,25,Diving,Not Specified,Not Specified
1911,September,23,Jumped overboard to rescue companion,Not Specified,Not Specified
1911,September,20,Fell overboard & swimming,Not Specified,Not Specified
1911,September,17,Bathing,Not Specified,Not Specified
1911,May,9,Bathing,Not Specified,Not Specified
1911,May,1,Swimming,Not Specified,Not Specified
1911,January,4,3-masted steel barque Glenbank foundered during a cyclone,Not Specified,Not Specified
1911,January,1,Swimming,Not Specified,Not Specified
1910,November,28,Fishing,Not Specified,Angel Shark
1910,November,24,Bathing,Not Specified,Blue Shark
1910,March,31,Fell overboard from USS cruiser Tacoma,Not Specified,Not Specified
1910,March,8,Swimming,Not Specified,Not Specified
1910,March,1,"Hard hat diving, laying some charge of powder",Not Specified,Not Specified
1910,February,16,Surf bathing,Not Specified,Not Specified
1910,January,26,Not Specified,Not Specified,Not Specified
1970,January,1,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line",Not Specified,Not Specified
1910,January,1,Swimming,Not Specified,Not Specified
1909,December,5,Fishing,Not Specified,Not Specified
1909,August,13,Fell overboard from fishing schooner Halycon,Not Specified,Not Specified
1909,July,24,Fell overboard while fishing for sharks,Not Specified,Not Specified
1909,July,15,Swimming,Not Specified,Not Specified
1909,June,26,Not Specified,Not Specified,Not Specified
1909,June,18,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",Not Specified,Not Specified
1909,April,10,Reported swept away by waves while gathering opihi,Not Specified,Not Specified
1909,March,6,Wreck of the 1308-ton Norwegian ship Auckland,Not Specified,Not Specified
1909,January,17,Jumped overboard ,Not Specified,Not Specified
1909,January,1,"On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people",Not Specified,Not Specified
1909,January,1,Not Specified,Not Specified,Not Specified
1908,December,31,Swimming,Not Specified,Not Specified
1908,September,21,Fell from the jetty,Not Specified,Not Specified
1908,September,5,On fishing boat & trailing hand in the water,Not Specified,Not Specified
1908,June,18,The 168-ton Belmore foundered in heavy seas,Not Specified,Not Specified
1908,June,8,The British steamer Caribbee foundered,Not Specified,Not Specified
1908,May,13,native boats sunk in storm,Not Specified,Not Specified
1908,May,10,Not Specified,Not Specified,Not Specified
1908,January,8,Gathering fish stunned by dynamite,Not Specified,Not Specified
1907,December,21,Bathing,Not Specified,Bull Shark
1907,October,14,Bathing,11:00 AM,Not Specified
1907,October,12,Reached out to disentangle rope & fell overboard,Not Specified,Not Specified
1907,October,8,"Diving, retrieving fish caught in net ",09:00 AM,Not Specified
1907,September,11,Swimming,Not Specified,Not Specified
1907,July,1,Floating in creek,Not Specified,Not Specified
1907,April,20,Bathing,Not Specified,Not Specified
1907,March,26,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",Not Specified,Not Specified
1907,March,7,Fishing,Not Specified,White Shark
1907,February,9,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",Not Specified,Not Specified
1907,February,5,Standing,Not Specified,Not Specified
1907,February,3,Bathing,Not Specified,Not Specified
1907,January,1,Fishing,Not Specified,Not Specified
1970,January,1,"Net fishing, fell into the water",Not Specified,Not Specified
1906,November,16,Fishing,Not Specified,Not Specified
1906,September,1,Fishing,Not Specified,Mako Shark
1906,August,20,Diving around anchored liner,Not Specified,Not Specified
1906,August,4,Fell overboard,Not Specified,Not Specified
1906,July,1,Not Specified,Not Specified,Not Specified
1906,April,16,Shooting sharks ,Not Specified,Not Specified
1906,April,14,Diving for beche-de-mer ,Not Specified,Not Specified
1906,January,28,Bathing,02:10 PM,Not Specified
1906,January,20,Washing horses,12:00 PM,Not Specified
1905,December,31,Floating or standing,Not Specified,Not Specified
1905,December,29,Bathing,Not Specified,Not Specified
1905,September,29,Swimming,Not Specified,Not Specified
1905,August,24,Human head found in shark caught by British steamer Syria,Not Specified,Tiger Shark
1905,August,1,Bathing,Not Specified,Not Specified
1905,July,29,Wading,Not Specified,Not Specified
1905,July,10,Jumped or fell overboard,Not Specified,Not Specified
1905,July,1,Fishing,Not Specified,Not Specified
1905,May,22,Swimming,Not Specified,Not Specified
1905,April,6,Swimming,04:30 PM,Not Specified
1905,March,26,Bathing,Not Specified,Not Specified
1905,March,25,Bathing,Not Specified,Not Specified
1905,February,10,Bathing,Not Specified,Not Specified
1905,January,1,Bathing,Not Specified,Not Specified
1905,January,1,Harpooning turtles,Not Specified,Not Specified
1904,November,2,Bathing alongside US Naval ship,Not Specified,Not Specified
1904,September,1,Lost his footing & fell overboard,Not Specified,Not Specified
1904,August,1,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",Not Specified,Not Specified
1904,July,28,Sailing,Not Specified,Not Specified
1904,July,27,Swimming,Not Specified,Not Specified
1904,February,7,Swimming after his hat,Not Specified,Not Specified
1904,February,4,Swimming,Not Specified,Not Specified
1904,January,23,Bathing,Not Specified,Not Specified
1904,January,1,Swimming,Not Specified,Not Specified
1904,January,1,Diving on a wreck,Not Specified,Not Specified
1970,January,1,Bathing,Not Specified,Not Specified
1970,January,1,Swimming,Not Specified,Not Specified
1903,October,4,Fell overboard,Not Specified,Not Specified
1903,July,1,"Swimming, after falling overboard",Not Specified,Not Specified
1903,June,21,Swimming,Not Specified,Not Specified
1903,May,4,Bathing,Not Specified,Not Specified
1903,March,12,Swimming,Not Specified,Not Specified
1903,January,10,Not Specified,Not Specified,Bull Shark
1902,November,10,Swimming,Not Specified,Not Specified
1902,August,8,Catching crabs,Not Specified,Not Specified
1902,July,15,Fishing,Not Specified,Not Specified
1902,July,6,Swimming,Not Specified,Not Specified
1902,June,2,Not Specified,Not Specified,Not Specified
1902,June,1,Sponge diving,Not Specified,Not Specified
1902,April,1,Swimming,Not Specified,Not Specified
1902,January,19,Swimming,12:00 PM,Not Specified
1901,December,1,Bathing,Not Specified,Not Specified
1901,July,30,Swimming,02:15 PM,White Shark
1901,July,17,Swimming,Not Specified,Not Specified
1901,June,24,Swimming,03:00 PM,Not Specified
1901,January,30,Bathing,Not Specified,Not Specified
1900,December,27,Bathing,Not Specified,Not Specified
1900,November,14,Swimming,Not Specified,Not Specified
1900,October,27,Swimming,Not Specified,Not Specified
1900,September,15,Swimming,Not Specified,Not Specified
1900,September,13,Diving,Not Specified,Not Specified
1900,September,5,Floating,Not Specified,Not Specified
1900,August,21,Bathing,Not Specified,Not Specified
1900,July,31,Swimming,Not Specified,Not Specified
1900,July,14,Hunting seashells,Not Specified,Not Specified
1900,January,28,"Standing, gathering oysters",12:00 PM,Not Specified
1899,December,18,Fell into the water,Not Specified,Not Specified
1899,November,20,Sea Disaster,Not Specified,Not Specified
1899,October,28,Fishing for squid,Not Specified,Not Specified
1899,August,15,Swimming,Not Specified,Not Specified
1899,August,8,Floating on his back,11:30 AM,Not Specified
1899,August,8,Bathing,09:30 AM,Not Specified
1899,August,8,Bathing,08:30 AM,Not Specified
1899,June,7,Fishing,Not Specified,Not Specified
1899,June,2,Attempting to land a boat from the Hinemoa,Not Specified,Not Specified
1899,May,28,Swimming,Not Specified,Not Specified
1899,January,28,Bathing,Not Specified,Not Specified
1970,January,1,Rowing,Not Specified,Not Specified
1898,October,28,Jumped overboard,Not Specified,Not Specified
1898,August,22,Swimming,Not Specified,Not Specified
1898,July,15,Swimming at side of small boat,Not Specified,Not Specified
1898,July,14,Standing,Not Specified,Not Specified
1898,July,1,Swimming,Not Specified,Not Specified
1898,June,22,boat from City of Naples capsized,Not Specified,Not Specified
1898,April,13,The cutter Francis Adams foundered,Not Specified,Not Specified
1898,January,24,Swimming,01:00 AM,Not Specified
1898,January,1,Fishing (Seining),Not Specified,White Shark
1898,January,1,Trailing hand in the water,Not Specified,Not Specified
1970,January,1,Attempting to escape by swimming to shore,Not Specified,Not Specified
1898,January,1,Loss of the schooner Nomad,Not Specified,Not Specified
1897,October,15,Diving,Not Specified,Not Specified
1897,September,17,Fishing,Not Specified,Not Specified
1897,September,6,Standing,Not Specified,Not Specified
1897,July,21,Wading after stray fish from seine netter’s catch,Not Specified,Not Specified
1897,June,9,Wreck of the steamship Sultan of Bombay,Not Specified,Not Specified
1897,January,1,Not Specified,Not Specified,Not Specified
1970,January,1,Not Specified,Not Specified,Not Specified
1896,December,20,Bathing,Not Specified,Not Specified
1896,November,29,Swimming,Not Specified,Not Specified
1896,November,1,Boat swamped,Not Specified,Not Specified
1896,July,25,Fishing,10:30 AM,Not Specified
1896,January,11,Bathing,Not Specified,Not Specified
1970,January,1,"Swimming ashore from a ""filibuster""",Not Specified,Not Specified
1970,January,1,Wading,Not Specified,Not Specified
1895,December,9,Bathing,Not Specified,Not Specified
1895,November,16,Fishing,Not Specified,Not Specified
1895,September,18,Shipwreck,Not Specified,Not Specified
1895,September,1,Fishing,Not Specified,Not Specified
1895,August,11,Swimming,05:00 AM,Not Specified
1895,August,2,Fishing,Not Specified,Not Specified
1895,May,21,Sea Disaster : Wreck of the Carrie E. Long,Not Specified,Not Specified
1895,May,3,"""Boat accident""",Not Specified,Not Specified
1895,April,29,"""Crossing the river""",12:00 PM,Not Specified
1895,April,23,Swimming,Not Specified,Not Specified
1895,March,15,Swimming,Not Specified,Not Specified
1895,February,27,Swimming,Not Specified,Not Specified
1970,January,1,Not Specified,Not Specified,Not Specified
1894,December,11,Fishing,Not Specified,Not Specified
1894,November,28,Bathing,Not Specified,Not Specified
1894,August,21,Swimming,Not Specified,Not Specified
1894,August,1,Swimming / floating on his back,Not Specified,Not Specified
1894,June,29,Bathing,Not Specified,Not Specified
1894,June,25,Swimming after harpooned whale capsized boat,Not Specified,Not Specified
1893,October,16,small boat,Not Specified,Not Specified
1893,July,3,Abandoning burning steamship Don Juan,Not Specified,Not Specified
1893,June,22,HMS Victoria collided with the HMS Camperdown,Not Specified,Not Specified
1893,May,17,His balloon crashed in the harbor,04:00 PM,Not Specified
1893,April,14,"Boat capsized, swimming ashore",Not Specified,Not Specified
1893,April,4,"Boat capsized, swimming ashore",04:30 PM,Not Specified
1970,January,1,Not Specified,Not Specified,Not Specified
1892,December,15,Fell overboard,Not Specified,Not Specified
1892,November,6,Swimming,Not Specified,Not Specified
1892,June,24,Fishing boat,Not Specified,Not Specified
1892,March,2,Fishing,Not Specified,Not Specified
1970,January,1,Dress diving,Not Specified,Not Specified
1891,November,29,Attempting to rescue shipmate,Not Specified,Not Specified
1891,August,29,Shooting sharks ,Not Specified,Not Specified
1891,June,11,Fishing for sharks when he became entangled in net & fell overboard,Not Specified,Not Specified
1891,March,10,Fleeing across a river,Not Specified,Not Specified
1890,December,30,Swimming to shore after boat capsized by a squall,Not Specified,Not Specified
1890,August,9,Treading for clams,Not Specified,Not Specified
1890,August,8,Bathing,Not Specified,Not Specified
1890,June,26,Swimming,Not Specified,Not Specified
1890,May,14,Not Specified,Not Specified,Not Specified
1890,February,25,"Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water",Not Specified,Not Specified
1890,January,1,Wading,Not Specified,Sevengill Shark
1890,January,1,Diving,Not Specified,Not Specified
1890,January,1,Diving,Not Specified,Not Specified
1970,January,1,Swimming,Not Specified,Not Specified
1889,November,22,Fell into the water,Not Specified,Not Specified
1889,November,16,Parachuted from balloon,Not Specified,Not Specified
1889,July,21,Swimming,Not Specified,Not Specified
1889,July,19,Fishing,07:30 AM,Not Specified
1889,July,8,Fell into the water,Not Specified,Not Specified
1889,January,1,Cleaning the side of a ship,Not Specified,Not Specified
1888,December,9,Swimming,01:00 PM,Not Specified
1888,December,1,Working on the bridge when he fell into the river,Not Specified,Not Specified
1888,August,14,The steamships Thingvalla and Geiser collided,Not Specified,Not Specified
1888,July,4,Not Specified,Not Specified,Not Specified
1888,June,24,Fishing,Not Specified,Not Specified
1888,February,17,Floating on his back,06:00 AM,Not Specified
1888,February,1,Crossing the river mouth,Not Specified,Not Specified
1888,January,22,Rowing,Not Specified,Not Specified
1888,January,1,Sponge diving,Not Specified,Not Specified
1887,December,4,Not Specified,11:30 AM,Not Specified
1887,October,18,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",Not Specified,Not Specified
1887,October,1,"Sea disaster, wreck of the Alfred Watts",Not Specified,Not Specified
1887,September,11,Not Specified,Not Specified,Not Specified
1887,September,22,Swimming,Not Specified,Not Specified
1887,July,30,"Sea disaster, wreck of the sloop Sara",Not Specified,Not Specified
1887,March,12,Rowing a dinghy,Not Specified,Not Specified
1887,February,8,Not Specified,Not Specified,Not Specified
1887,January,20,The passenger ship Kapuna was run down the ore carrier Ada Melmore,03:00 AM,Not Specified
1887,January,12,Swimming,12:00 PM,Not Specified
